CID,MolecularWeight,IsomericSMILES,IUPACName,name,Descriptors
548235,146.25,CC1CCOC(S1)(C)C,"2,2,4-trimethyl-1,3-oxathiane","2,2,4-trimethyl-1,3-oxathiane",terpenic;fruity;green;woody;tropical
548353,122.3,CC(C(C)S)S,"butane-2,3-dithiol","2,3-butanedithiol",meaty;sulfurous;alliaceous;coffee;beefy
548370,190.31,CCCCCOC(=O)CCSC,pentyl 3-methylsulfanylpropanoate,pentyl 3-(methylthio)propionate,fruit tropical fruit;fruity;pineapple;sulfurous
549519,114.14,CC(CC=C)C(=O)O,2-methylpent-4-enoic acid,2-methyl-4-pentenoic acid,fruity;cheesy
549663,166.26,CC(=CCCC(=CC(=O)C)C)C,"4,8-dimethylnona-3,7-dien-2-one","4,8-dimethylnona-3,7-dien-2-one",floral;fruity
549715,198.3,CCOC(=O)CC(C)CCC=C(C)C,"ethyl 3,7-dimethyloct-6-enoate","ethyl 3,7-dimethyloct-6-enoate",dry;spicy;rose;fruity;dusty;licorice;fennel;citrus
550768,242.4,CCCCCCCCCC(=O)OCCCCC,pentyl decanoate,pentyl decanoate,cognac;fruity;winey
550851,214.34,CCCCC(CC)C(=O)OCC(C)CC,2-methylbutyl 2-ethylhexanoate,2-methylbutyl 2-ethylhexanoate,fatty
551084,154.21,CC1=C(C(=O)CC(C1)(C)C)O,"2-hydroxy-3,5,5-trimethylcyclohex-2-en-1-one",4883-60-7,dry;spicy;clean;nutty;powdery;phenolic;tobacco;woody
551316,172.22,CCCC(=O)OCC1CCCO1,oxolan-2-ylmethyl butanoate,tetrahydrofurfuryl butyrate,sweet;musty;fruity;pineapple;apricot;creamy;green;tropical
552119,146.23,CCCCOC(C)OCC,1-(1-ethoxyethoxy)butane,1-butoxy-1-ethoxyethane,winey;rummy;brandy
556916,126.11,C1=COC(=C1)COC=O,furan-2-ylmethyl formate,furfuryl formate,ethereal
556940,214.28,CCOC(=O)CCSCC1=CC=CO1,ethyl 3-(furan-2-ylmethylsulfanyl)propanoate,ethyl 3-(furfurylthio)propionate,vegetable;animal;sulfurous;garlic;alliaceous;coffee;onion
556998,172.26,CC1CCC(C(C1)O)C(C)(C)O,2-(2-hydroxypropan-2-yl)-5-methylcyclohexan-1-ol,"p-menthane-3,8-diol",herbal;minty;eucalyptus
557222,196.24,CCCCCC(=O)OCC1=CC=CO1,furan-2-ylmethyl hexanoate,furfuryl hexanoate,musty;fatty;green;waxy
557223,210.27,CCCCCCC(=O)OCC1=CC=CO1,furan-2-ylmethyl heptanoate,furfuryl heptanoate,green
560109,186.29,CCCCCCCC1OCC(O1)C,"2-heptyl-4-methyl-1,3-dioxolane","2-heptyl-4-methyl-1,3-dioxolane",woody;green
562228,222.24,CCOC(=O)CC(=O)OCC1=CC=CC=C1,3-O-benzyl 1-O-ethyl propanedioate,benzyl ethyl malonate,apple;fruity;winey
562563,160.21,C=CCC(C=O)C1=CC=CC=C1,2-phenylpent-4-enal,2-phenyl-4-pentenal,fruity
564550,252.39,CCCCCC(=O)OC(C)(CCC=C(C)C)C=C,"3,7-dimethylocta-1,6-dien-3-yl hexanoate",linalyl hexanoate,animal;warm;fruity;pineapple;pear;green
565690,240.38,CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C,(5-methyl-2-propan-2-ylcyclohexyl) 3-methylbutanoate,menthyl isovalerate,cooling;woody;fruity;sweet
567305,141.24,CCCCC1=CSC=N1,"4-butyl-1,3-thiazole",4-butylthiazole,herbal;minty;vegetable;green
569008,234.29,CCC1(C(O1)(C)C2=CC=CC=C2)C(=O)OCC,ethyl 2-ethyl-3-methyl-3-phenyloxirane-2-carboxylate,56630-76-3,berry;strawberry;fruity;jammy;raspberry
569214,192.25,CC(C)C(=O)OC(C)C1=CC=CC=C1,1-phenylethyl 2-methylpropanoate,1-phenylethyl isobutyrate,mango;floral;fruity;green;jasmin;tropical
570530,258.35,CC(C)(C1CCC(=C)CC1)OC(=O)C2=CC=CC=C2,2-(4-methylidenecyclohexyl)propan-2-yl benzoate,trans-.beta.-terpinyl benzoate,ylang;floral;fir needle;balsamic;woody;cypress
570574,192.25,CCCC(=O)OC(C)C1=CC=CC=C1,1-phenylethyl butanoate,alpha-methylbenzyl butyrate,sweet;juicy;earthy;bubble gum;berry;fruit overripe fruit;floral;pulpy;fruity;juicy fruit;jasmin;tropical
574068,153.22,CC1=C(OC(=N1)CC(C)C)C,"4,5-dimethyl-2-(2-methylpropyl)-1,3-oxazole","2-isobutyl-4,5-dimethyloxazole",roasted;burnt
574811,155.26,CC1=CN=C(S1)CC(C)C,"5-methyl-2-(2-methylpropyl)-1,3-thiazole",2-isobutyl-5-methylthiazole,nutty;fruity;green;fruit tropical fruit;tropical
575451,115.16,COC1=NC=CS1,"2-methoxy-1,3-thiazole",2-methoxythiazole,caramellic;bready;cereal
577126,192.3,CC1=C(C(CC=C1)(C)C)CCC(=O)C,"4-(2,6,6-trimethylcyclohexa-1,3-dien-1-yl)butan-2-one",20483-36-7,floral
578423,224.34,CCCC(=O)OC(C)(C)C1CCC(=CC1)C,2-(4-methylcyclohex-3-en-1-yl)propan-2-yl butanoate,2153-28-8,sour;floral;fruity;balsamic;rosemary
579336,196.33,CC1=C(C(CCC1)(C)C)CCC(C)O,"4-(2,6,6-trimethylcyclohexen-1-yl)butan-2-ol",dihydro-beta-ionol,floral;woody;amber
579338,123.15,CCN1C=CC=C1C=O,1-ethylpyrrole-2-carbaldehyde,1-ethyl-1h-pyrrole-2-carbaldehyde,roasted;burnt;smoky
579675,138.16,CC1=CC(=C(O1)C(=O)C)C,"1-(3,5-dimethylfuran-2-yl)ethanone","1-(3,5-dimethylfuran-2-yl)ethanone",sweet;balsamic
582941,146.19,CC1=CC=C(C=C1)C=CC=O,3-(4-methylphenyl)prop-2-enal,3-(4-methylphenyl)prop-2-enal,spicy;cinnamon
585911,238.37,CC1=CCC(CC1)C(C)(C)OC(=O)CC(C)C,2-(4-methylcyclohex-3-en-1-yl)propan-2-yl 3-methylbutanoate,alpha-terpinyl isovalerate,sweet;orange;balsamic;incense;frankincense;pine;citrus
586292,152.23,CC1COC2C1CCC(=C2)C,"3,6-dimethyl-2,3,3a,4,5,7a-hexahydro-1-benzofuran",anethofuran,herbal;dill
586728,138.17,CC1=CN=C(C(=N1)OC)C,"3-methoxy-2,5-dimethylpyrazine","3-methoxy-2,5-dimethylpyrazine",earthy
589365,270.5,CCCCCCCCCOC(=O)CCCCCCC,nonyl octanoate,nonyl octanoate,sweet;mushroom;floral;rose;cognac
595928,164.2,CC1COC(O1)C2=CC=CC=C2,"4-methyl-2-phenyl-1,3-dioxolane","4-methyl-2-phenyl-1,3-dioxolane",sweet;naphthyl;floral;fruity;narcissus;bitter;woody
596375,164.2,COC1=C(C=C(C=C1)CC=C)O,2-methoxy-5-prop-2-enylphenol,chavibetol,carnation;spicy
601946,180.2,CC1=CC=C(C=C1)OCC(=O)OC,methyl 2-(4-methylphenoxy)acetate,methyl (p-tolyloxy)acetate,fruity;fatty
605629,206.28,CC(C)(C)C1=CC=C(C=C1)CC(=O)OC,methyl 2-(4-tert-butylphenyl)acetate,3549-23-3,rubbery;leafy;fatty;buttermilk;melon rind;creamy;green;hyacinth;dairy;waxy
636687,138.21,CC/C=C/CC/C=C/C=O,"(2E,6E)-nona-2,6-dienal","(2e,6e)-nona-2,6-dienal",vegetable;fatty;melon;cucumber;fresh;green;citrus
637090,86.09,C/C=C/C(=O)O,(E)-but-2-enoic acid,crotonic acid,milky
637195,338.6,C[C@@H](CCC[C@@H](C)CCC/C(=C/COC(=O)C)/C)CCCC(C)C,"[(E,7R,11R)-3,7,11,15-tetramethylhexadec-2-enyl] acetate",10236-16-5,floral;orchid;fruity;oily;balsamic;green;waxy
637511,132.16,C1=CC=C(C=C1)/C=C/C=O,(E)-3-phenylprop-2-enal,cinnamaldehyde,sweet;spicy;cinnamon;warm;candy
637516,122.16,C[C@H](C1=CC=CC=C1)O,(1R)-1-phenylethanol,(r)-1-phenylethanol,floral;earthy;honeysuckle;green
637520,162.18,COC(=O)/C=C/C1=CC=CC=C1,methyl (E)-3-phenylprop-2-enoate,methyl cinnamate,sweet;strawberry;balsamic;cherry
637542,164.16,C1=CC(=CC=C1/C=C/C(=O)O)O,(E)-3-(4-hydroxyphenyl)prop-2-enoic acid,4-hydroxycinnamic acid,balsamic
637563,148.2,C/C=C/C1=CC=C(C=C1)OC,1-methoxy-4-[(E)-prop-1-enyl]benzene,anethole,sweet;anise;medicinal;licorice
637563,148.2,C/C=C/C1=CC=C(C=C1)OC,1-methoxy-4-[(E)-prop-1-enyl]benzene,anethole,sweet;anise;mimosa;licorice
637564,96.13,C/C=C/C=C/C=O,"(2E,4E)-hexa-2,4-dienal","2,4-hexadienal",sweet;aldehydic;spicy;floral;fruity;green;citrus;waxy
637566,154.25,CC(=CCC/C(=C/CO)/C)C,"(2E)-3,7-dimethylocta-2,6-dien-1-ol",geraniol,sweet;floral;rose;fruity;citrus;waxy
637572,88.15,CC[C@@H](C)CO,(2R)-2-methylbutan-1-ol,(r)-2-methylbutanol,fermented;fatty
637756,134.17,C[C@@H](C=O)C1=CC=CC=C1,(2R)-2-phenylpropanal,(r)-2-phenylpropanal,floral
637758,176.21,CCOC(=O)/C=C/C1=CC=CC=C1,ethyl (E)-3-phenylprop-2-enoate,ethyl cinnamate,floral;honey;balsamic
637760,208.25,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2,"(E)-1,3-diphenylprop-2-en-1-one",chalcone,floral;herbal;balsamic
637776,178.23,C/C=C/C1=CC(=C(C=C1)OC)OC,"1,2-dimethoxy-4-[(E)-prop-1-enyl]benzene",methylisoeugenol,clove;spicy
637915,88.17,C/C=C/SC,(E)-1-methylsulfanylprop-1-ene,"1-propene, 1-(methylthio)-, (e)-",garlic;acidic
638011,152.23,CC(=CCC/C(=C/C=O)/C)C,"(2E)-3,7-dimethylocta-2,6-dienal",citral,lemon;citrus
638012,152.23,C[C@H]1CCC(=C(C)C)C(=O)C1,(5S)-5-methyl-2-propan-2-ylidenecyclohexan-1-one,(-)-pulegone,minty
638014,192.3,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,"(E)-4-(2,6,6-trimethylcyclohexen-1-yl)but-3-en-2-one",beta-ionone,sweet;beeswax;berry;floral;fruity;woody;tropical
638024,285.34,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,"(2E,4E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpenta-2,4-dien-1-one",piperine,peppery;animal;spicy
638072,410.7,CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C,"(6E,10E,14E,18E)-2,6,10,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaene",squalene,floral
638097,102.17,CCCC[C@H](C)O,(2S)-hexan-2-ol,(s)-(+)-2-hexanol,metallic;mushroom;berry;ripe;green;earthy;astringent
638122,100.12,CC/C=C/C(=O)O,(E)-pent-2-enoic acid,trans-2-pentenoic acid,rancid;cheesy feta cheese;sour;acidic;cheesy;buttery
638132,100.12,C/C=C/C(=O)OC,methyl (E)-but-2-enoate,methyl crotonate,fruity;green;sharp
638500,264.4,CC(=CCC/C(=C/CC/C(=C/COC(=O)C)/C)/C)C,"[(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienyl] acetate",farnesyl acetate,oily;waxy
640199,136.19,CC[C@H](C1=CC=CC=C1)O,(1R)-1-phenylpropan-1-ol,(r)-(+)-1-phenyl-1-propanol,floral
641248,100.16,C/C=C/CCCO,(E)-hex-4-en-1-ol,4-hexen-1-ol,metallic;musty;herbal;green;tomato
641256,98.14,C/C=C/C=C/CO,"(2E,4E)-hexa-2,4-dien-1-ol","trans,trans-2,4-hexadien-1-ol",herbal;fresh;green
641294,162.18,COC1=CC=C(C=C1)/C=C/C=O,(E)-3-(4-methoxyphenyl)prop-2-enal,4-methoxycinnamaldehyde,sweet;vanilla;spicy;cinnamon;floral;cherry
641423,188.22,C=CCOC(=O)/C=C/C1=CC=CC=C1,prop-2-enyl (E)-3-phenylprop-2-enoate,allyl cinnamate,fruity;apricot;balsamic;peach
641832,130.18,CCC[C@H](C)C(=O)OC,methyl (2S)-2-methylpentanoate,methyl (2s)-2-methylpentanoate,sweet;berry;banana;melon;fruity;pineapple;apple;green;tropical
641834,106.19,C[C@H]([C@H](C)S)O,"(2R,3S)-3-sulfanylbutan-2-ol",37887-04-0,meaty;sulfurous;garlic;alliaceous;onion;roasted;meaty roasted meaty
642039,114.14,CC(C)/C=C/C(=O)O,(E)-4-methylpent-2-enoic acid,4-methyl-2-pentenoic acid,blackberry;tea;fruity;fatty
642117,254.4,CC1=CC(=C(O1)C)SSC2=C(OC(=C2)C)C,"3-[(2,5-dimethylfuran-3-yl)disulfanyl]-2,5-dimethylfuran",28588-73-0,meaty
642231,116.16,CCC[C@H](C)C(=O)O,(2S)-2-methylpentanoic acid,(s)-2-methylvaleric acid,cheesy;sour
642534,136.19,CC1=C(C(=O)CC1)CC=C,3-methyl-2-prop-2-enylcyclopent-2-en-1-one,2-allyl-3-methylcyclopent-2-en-1-one,lovage;fenugreek
642783,100.12,C[C@@H]1CCC(=O)O1,(5R)-5-methyloxolan-2-one,(r)-gamma-valerolactone,sweet;faint
642793,168.23,CCCCC[C@@H]1CC=CC(=O)O1,"(2R)-2-pentyl-2,3-dihydropyran-6-one",51154-96-2,sweet;coconut;creamy;milky;waxy;lactonic
642887,162.18,C[C@H]1C2=C(C=C(C=C2)C)OC1=O,"(3S)-3,6-dimethyl-3H-1-benzofuran-2-one",zinc100827440,coconut
643001,116.16,CC[C@H](C)C(=O)OC,methyl (2S)-2-methylbutanoate,10307-60-5,apple;fruity
643135,126.2,CC[C@@H](C)C(=O)/C=C/C,"(E,5R)-5-methylhept-2-en-4-one",unii-f91628pi7j,metallic;soft;nutty;hazelnut;chocolate;buttery
643139,98.14,CC/C=C/CC=O,(E)-hex-3-enal,3-hexenal,apple;natural;fruity;green
643322,152.19,CC1=CC=C(O1)[C@@H](C)CC=O,(3S)-3-(5-methylfuran-2-yl)butanal,zinc5226073,vegetable;cyclamen;fatty;floral;fruity;cucumber;green;watermelon
643442,118.2,C[C@@H](CC=O)SC,(3S)-3-methylsulfanylbutanal,zinc1850593,vegetable;sulfurous;buchu;cabbage;fishy;green;potato chip;musk
643723,290.5,C/C(=C/C[C@@H]1[C@]2(CCCC([C@@H]2CC[C@@]1(C)O)(C)C)C)/C=C,"(1R,2R,4aS,8aS)-2,5,5,8a-tetramethyl-1-[(2Z)-3-methylpenta-2,4-dienyl]-3,4,4a,6,7,8-hexahydro-1H-naphthalen-2-ol",(z)-abienol,amber;ambergris;woody;balsamic
643731,138.21,CC/C=C\CC/C=C/C=O,"(2E,6Z)-nona-2,6-dienal","trans-2,cis-6-nonadienal",dry;vegetable;fatty;melon;cucumber;violet leaf;green
643757,174.11,C(/C(=C/C(=O)O)/C(=O)O)C(=O)O,"(Z)-prop-1-ene-1,2,3-tricarboxylic acid",cis-aconitic acid,bland
643779,152.23,CC(=CCC/C(=C\C=O)/C)C,"(2Z)-3,7-dimethylocta-2,6-dienal",neral,sweet;lemon peel;lemon;citrus
643820,154.25,CC(=CCC/C(=C\CO)/C)C,"(2Z)-3,7-dimethylocta-2,6-dien-1-ol",nerol,sweet;natural;magnolia;neroli;citrus
643915,100.12,C/C=C(/C)\C(=O)O,(Z)-2-methylbut-2-enoic acid,angelic acid,spicy
643941,98.14,CC/C=C\CC=O,(Z)-hex-3-enal,cis-3-hexenal,fatty;weedy;fruity;grassy;apple;green
644216,116.16,CC[C@@H](C)C(=O)OC,methyl (2R)-2-methylbutanoate,methyl (r)-2-methylbutanoate,fruity;dairy
656467,146.18,CCOC(=O)C(C)C(C)O,ethyl 3-hydroxy-2-methylbutanoate,ethyl 3-hydroxy-2-methylbutyrate,fruity;green
688052,208.3,CCC(=O)O[C@@H]1C[C@H](CC=C1C)C(=C)C,"[(1R,5S)-2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-yl] propanoate",trans-carvyl propionate,metallic;spicy;spearmint;fruity;creamy;candy;mossy;minty
699489,166.17,CCOC(=O)/C=C/C1=CC=CO1,ethyl (E)-3-(furan-2-yl)prop-2-enoate,ethyl 3-(2-furyl)acrylate,sweet
737068,220.26,CCOC(=O)[C@@H](CC1=CC=CC=C1)C(=O)C,ethyl (2S)-2-benzyl-3-oxobutanoate,zinc163858,sweet;musty;vanilla;spicy;berry;floral;fruity;fruit tropical fruit;balsamic;davana;tropical
737359,115.2,CC[C@H](C)N=C=S,(2S)-2-isothiocyanatobutane,"[s,(+)]-2-isothiocyanatobutane",green
764139,254.32,C/C=C/C1=CC(=C(C=C1)OCC2=CC=CC=C2)OC,2-methoxy-1-phenylmethoxy-4-[(E)-prop-1-enyl]benzene,120-11-6,spicy
778574,204.26,CC(C)COC(=O)/C=C/C1=CC=CC=C1,2-methylpropyl (E)-3-phenylprop-2-enoate,isobutyl cinnamate,sweet;fruity;balsam;labdanum
787930,192.21,C[C@@H](CC1=CC2=C(C=C1)OCO2)C=O,"(2S)-3-(1,3-benzodioxol-5-yl)-2-methylpropanal",2-piperonyl propanal,sweet;marine;floral;fruity;ozone;green;cumin
836904,194.23,CC(C)C(=O)OC1=CC=CC=C1OC,(2-methoxyphenyl) 2-methylpropanoate,guaiacol isobutyrate,nutty;fruity
853433,164.2,C/C=C/C1=CC(=C(C=C1)O)OC,2-methoxy-4-[(E)-prop-1-enyl]phenol,isoeugenol,sweet;spicy;floral;phenolic;carnation
876160,206.24,C/C=C/C1=CC(=C(C=C1)OC(=O)C)OC,[2-methoxy-4-[(E)-prop-1-enyl]phenyl] acetate,acetylisoeugenol,clove;spicy
929262,250.38,C[C@]12CCCC([C@@H]1CC[C@@]3([C@@H]2CC(=O)O3)C)(C)C,"(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-1,4,5,5a,7,8,9,9b-octahydrobenzo[e][1]benzofuran-2-one",sclareolide,dry;ambergris;cedar;tobacco;paper;labdanum;mossy;woody;aromatic
1042025,371.4,COC1=C(C=C(C=C1)CCNC(=O)C=CC2=CC(=C(C=C2)OC)OC)OC,"3-(3,4-dimethoxyphenyl)-N-[2-(3,4-dimethoxyphenyl)ethyl]prop-2-enamide",dtxsid101019796,meat;savory
1042026,371.4,COC1=C(C=C(C=C1)CCNC(=O)/C=C/C2=CC(=C(C=C2)OC)OC)OC,"(E)-3-(3,4-dimethoxyphenyl)-N-[2-(3,4-dimethoxyphenyl)ethyl]prop-2-enamide",rubemamine,cooling
1201521,152.23,C[C@]12CC[C@H](C1)C(C2=O)(C)C,"(1S,4R)-1,3,3-trimethylbicyclo[2.2.1]heptan-2-one","(+)-1,3,3-trimethyl-2-norbornanone",thujonic;mentholic;herbal;terpenic;pine;camphoreous;cooling;fresh;balsamic;cedar;earthy;woody
1252759,152.23,CC1=CC[C@@H](C1(C)C)CC=O,"2-[(1R)-2,2,3-trimethylcyclopent-3-en-1-yl]acetaldehyde",alpha-campholenal,leafy;herbal;amber;green;woody
1268142,218.33,C[C@@H]1CC(=O)C=C2[C@]1(C[C@@H](CC2)C(=C)C)C,"(4R,4aS,6R)-4,4a-dimethyl-6-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one",nootkatone,sweet;grapefruit peel;peely;orange;citrus;woody;grapefruit;gardenia
1381163,171.24,C/C(=C/C#N)/CCC1=CC=CC=C1,(Z)-3-methyl-5-phenylpent-2-enenitrile,53243-59-7,lemon;citralva;citral;citric
1548943,305.4,CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,(E)-N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methylnon-6-enamide,capsaicin,herbal;mild;warm
1549018,164.24,CC/C=C\CC1=C(CCC1=O)C,3-methyl-2-[(Z)-pent-2-enyl]cyclopent-2-en-1-one,cis-jasmone,spicy;floral;herbal;woody;celery;citrus;jasmin
1549019,164.24,CC/C=C/CC1=C(CCC1=O)C,3-methyl-2-[(E)-pent-2-enyl]cyclopent-2-en-1-one,"jasmone, (e)-",fungal;mushroom
1549025,196.29,CC(=CCC/C(=C\COC(=O)C)/C)C,"[(2Z)-3,7-dimethylocta-2,6-dienyl] acetate",neryl acetate,sweet;floral;rose;grapefruit;fruity;pear;dewy;tropical;soapy;citrus
1549026,196.29,CC(=CCC/C(=C/COC(=O)C)/C)C,"[(2E)-3,7-dimethylocta-2,6-dienyl] acetate",geranyl acetate,floral;rose;lavender;green;waxy
1549040,148.2,C/C=C\C1=CC=C(C=C1)OC,1-methoxy-4-[(Z)-prop-1-enyl]benzene,cis-anethole,anise
1549041,164.2,C/C=C\C1=CC(=C(C=C1)O)OC,2-methoxy-4-[(Z)-prop-1-enyl]phenol,cis-isoeugenol,clove;spicy
1549045,178.23,C/C=C\C1=CC(=C(C=C1)OC)OC,"1,2-dimethoxy-4-[(Z)-prop-1-enyl]benzene",cis-methylisoeugenol,clove;spicy
1549660,204.31,C[C@H](CC1=CC=C(C=C1)C(C)(C)C)C=O,(2R)-3-(4-tert-butylphenyl)-2-methylpropanal,unii-14x71k3amt,floral;lily of the valley
1549778,194.31,CC(=CCC/C(=C/CCC(=O)C)/C)C,"(5E)-6,10-dimethylundeca-5,9-dien-2-one",geranylacetone,magnolia;rose;fruity;fresh;green;woody;tropical;waxy
1549992,222.37,CC1=CC[C@@H](CC1)[C@@](C)(CCC=C(C)C)O,(2R)-6-methyl-2-[(1R)-4-methylcyclohex-3-en-1-yl]hept-5-en-2-ol,alpha-bisabolol,floral;peppery;clean;balsamic
1550260,172.26,C[C@H](CCCC(C)(C)O)CC=O,"(3R)-7-hydroxy-3,7-dimethyloctanal",(+)-hydroxycitronellal,floral
1550470,140.18,CCOC(=O)/C=C/C=C/C,"ethyl (2E,4E)-hexa-2,4-dienoate",ethyl sorbate,sweet;anise;warm;fruity;pineapple;licorice;ethereal;green;tropical
1550489,112.16,C1=CNC(=S)N=C1,1H-pyrimidine-2-thione,2-mercaptopyrimidine,onion;onion green onion
1550577,154.25,CC(C)CC(=O)/C=C\C(C)C,"(Z)-2,7-dimethyloct-5-en-4-one",nsc29896,tagette;animal;herbal;fruity;chamomile
1550846,129.16,C1=CC=C(C=C1)/C=C/C#N,(E)-3-phenylprop-2-enenitrile,cinnamonitrile,spicy;cumin;cinnamon;cassia
1550890,264.3,C1=CC=C(C=C1)/C=C/COC(=O)/C=C/C2=CC=CC=C2,[(E)-3-phenylprop-2-enyl] (E)-3-phenylprop-2-enoate,cinnamyl cinnamate,sweet;spicy;cinnamon;cassia;floral;rose;cinnamyl;balsamic;jasmin
1551245,149.23,CC(=CCC/C(=C\C#N)/C)C,"(2Z)-3,7-dimethylocta-2,6-dienenitrile",31983-27-4,lemon;metallic;aldehydic;citral
1551246,149.23,CC(=CCC/C(=C/C#N)/C)C,"(2E)-3,7-dimethylocta-2,6-dienenitrile","3,7-dimethylocta-2,6-dienenitrile",lemon;metallic;sharp
1565622,160.21,CC/C(=C\C1=CC=CC=C1)/C=O,(2E)-2-benzylidenebutanal,alpha-ethylcinnamaldehyde,spicy
1585264,171.24,C/C(=C\C#N)/CCC1=CC=CC=C1,(E)-3-methyl-5-phenylpent-2-enenitrile,3-methyl-5-phenylpent-2-enenitrile,lemon;citrus
1615097,196.29,CC(=CCC/C(=C/C1OCCO1)/C)C,"2-[(1E)-2,6-dimethylhepta-1,5-dienyl]-1,3-dioxolane",citral ethylene glycol acetal,clean;floral;fresh;lemon;citrus
1616260,192.3,C/C=C\C(=O)C1=C(CCCC1(C)C)C,"(Z)-1-(2,6,6-trimethylcyclohexen-1-yl)but-2-en-1-one",23726-92-3,floral;tobacco;fruity;currant black currant
1623625,202.29,CCCCC/C(=C\C1=CC=CC=C1)/C=O,(2E)-2-benzylideneheptanal,amylcinnamaldehyde,floral
1711945,262.4,CC(=CCC/C(=C/CC/C(=C/CCC(=O)C)/C)/C)C,"(5E,9E)-6,10,14-trimethylpentadeca-5,9,13-trien-2-one",farnesylacetone,flower;ether
1712058,202.29,CCCCC/C(=C/C1=CC=CC=C1)/C=O,(2Z)-2-benzylideneheptanal,2-benzylideneheptanal,floral
1712087,154.25,C[C@@H]1CCO[C@@H](C1)C=C(C)C,"(2S,4R)-4-methyl-2-(2-methylprop-1-enyl)oxane",3033-23-6,metallic;cortex;floral;rose;powdery;green;geranium
1713001,194.31,CC(=CCC/C(=C\CCC(=O)C)/C)C,"(5Z)-6,10-dimethylundeca-5,9-dien-2-one",nerylacetone,metallic;fatty
1714993,198.3,CCCCCCC[C@@H]1CCCC(=O)O1,(6R)-6-heptyloxan-2-one,(6r)-6-heptyloxan-2-one,fruity;apricot;lactonic
1714996,170.25,CCCCC[C@@H]1CCCC(=O)O1,(6R)-6-pentyloxan-2-one,(r)-delta-decalactone,sweet;milky;fruity
1715061,128.21,CC[C@H](C)CC(=O)CC,(5S)-5-methylheptan-3-one,unii-q4yd7ae57c,sweet;herbal;oily
1715132,250.33,CCCC[C@H](CC)COC(=O)C1=CC=CC=C1O,[(2S)-2-ethylhexyl] 2-hydroxybenzoate,bidd:er0020,floral;orchid;sweet;balsamic
1715134,172.26,C[C@@H](CCCC(C)(C)O)CC=O,"(3S)-7-hydroxy-3,7-dimethyloctanal",(?)-hydroxycitronellal,floral
1715213,204.31,C[C@@H](CC1=CC=C(C=C1)C(C)(C)C)C=O,(2S)-3-(4-tert-butylphenyl)-2-methylpropanal,unii-wp1ppc4r9g,floral;lily of the valley
1738122,226.31,CCCCC[C@H]1[C@H](CCC1=O)CC(=O)OC,"methyl 2-[(1R,2S)-3-oxo-2-pentylcyclopentyl]acetate",unii-gud0935n0r,floral;jasmin
1757003,192.3,CC(=CCC/C(=C/C=C/C(=O)C)/C)C,"(3E,5E)-6,10-dimethylundeca-3,5,9-trien-2-one",pseudoionone,sweet;dry;spicy;floral;dusty;powdery;balsamic;citrus;waxy
1810691,168.28,CCCCCC[C@H]1CCCC1=O,(2S)-2-hexylcyclopentan-1-one,2beta-hexylcyclopentanone,floral;jasmin;fruity
2723602,88.15,CC[C@H](C)CO,(2S)-2-methylbutan-1-ol,1565-80-6,fresh;ethereal
2723627,180.16,C1[C@@](OC[C@](O1)(CO)O)(CO)O,"(2R,5S)-2,5-bis(hydroxymethyl)-1,4-dioxane-2,5-diol",62147-49-3,cooling;sweet
2723653,164.2,CC(=C)C1=CC(=C(C=C1)O)OC,2-methoxy-4-prop-1-en-2-ylphenol,"phenol, 2-methoxy-4-(1-methylethenyl)-",sweet;spicy;floral;allspice;carnation;woody;clove
2723816,96.06,CCC(=O)[O-].[Na+],sodium;propanoate,sodium propionate,bland
2723888,130.23,CCCCCC[C@H](C)O,(2S)-octan-2-ol,(s)-(+)-2-octanol,mushroom;fatty;grape;oily;creamy
2723891,183.59,C(CC(=O)O)[C@@H](C(=O)O)N.Cl,(2S)-2-aminopentanedioic acid;hydrochloride,l-glutamic acid hydrochloride,odorless
2724058,152.12,CCC(C)C(=O)C(=O)[O-].[Na+],sodium;3-methyl-2-oxopentanoate,sodium 3-methyl-2-oxopentanoate,fruity;mild
2724159,150.22,CC(=C)[C@H]1CCC(=CC1)C=O,(4S)-4-prop-1-en-2-ylcyclohexene-1-carbaldehyde,18031-40-8,fatty;herbal;oily;grassy;fresh;green;cherry;minty
2724161,154.25,CC1=CC[C@@](CC1)(C(C)C)O,(1S)-4-methyl-1-propan-2-ylcyclohex-3-en-1-ol,(+)-terpinen-4-ol,musty;dusty
2724626,144.3,CC(C1=CC=CS1)S,1-thiophen-2-ylethanethiol,1-(2-thienyl)ethanethiol,strong;mercaptan
